CELDA_ORIGEN;NOMBRE_CELDA_ORIGEN;CELDA_DESTINO;NOMBRE_CELDA_DESTINO;FLUJO;
001V;Daimús y otros municipios;006V;Real de Gandía y otros municipios;43;
001V;Daimús y otros municipios;012V;Xeraco y Xeresa;23;
001V;Daimús y otros municipios;037A;Dénia;50;
001V;Daimús y otros municipios;049V;Oliva y otros municipios;99;
001V;Daimús y otros municipios;093V;Gandia (distrito 04);145;
001V;Daimús y otros municipios;142V;Gandia (distrito 02);66;
002A;Formentera del Segura y otros municipios;001A;Montesinos, Los y Algorfa;41;
002A;Formentera del Segura y otros municipios;004A;Cox y otros municipios;17;
002A;Formentera del Segura y otros municipios;005A;Albatera y San Isidro;17;
002A;Formentera del Segura y otros municipios;021A;Orihuela (distrito 08) y Rafal;17;
002A;Formentera del Segura y otros municipios;023A;Almoradí;248;
002A;Formentera del Segura y otros municipios;031A;Callosa de Segura;17;
002A;Formentera del Segura y otros municipios;034A;Catral;17;
002A;Formentera del Segura y otros municipios;036A;Crevillent;17;
002A;Formentera del Segura y otros municipios;038A;Dolores;17;
002A;Formentera del Segura y otros municipios;041A;Guardamar del Segura;17;
002A;Formentera del Segura y otros municipios;058A;Rojales;507;
002A;Formentera del Segura y otros municipios;059A;San Fulgencio;68;
002A;Formentera del Segura y otros municipios;065A;Pilar de la Horadada;17;
002A;Formentera del Segura y otros municipios;077A;Elche/Elx (distrito 01);17;
002A;Formentera del Segura y otros municipios;081A;Elche/Elx (distrito 05);17;
002A;Formentera del Segura y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);48;
002A;Formentera del Segura y otros municipios;091A;Orihuela (distrito 05);17;
002A;Formentera del Segura y otros municipios;097A;Torrevieja (distrito 01);17;
002A;Formentera del Segura y otros municipios;098A;Torrevieja (distrito 02);17;
002A;Formentera del Segura y otros municipios;099A;Torrevieja (distrito 03);17;
002A;Formentera del Segura y otros municipios;116A;Alicante (SCD Number 8-B);17;
002B;Òdena y otros municipios;003B;Torre de Claramunt, La y Pobla de Claramunt, La;99;
002B;Òdena y otros municipios;004B;Capellades y Vallbona d'Anoia;16;
002B;Òdena y otros municipios;009B;Hostalets de Pierola, Els y Bruc, El;19;
002B;Òdena y otros municipios;019B;Sant Pere de Vilamajor y otros municipios;30;
002B;Òdena y otros municipios;074B;Igualada;510;
002B;Òdena y otros municipios;129B;Santa Margarida de Montbui;83;
002B;Òdena y otros municipios;145B;Vilanova del Camí;122;
002M;Perales de Tajuña y otros municipios;001M;Fuentidueña de Tajo y otros municipios;24;
002M;Perales de Tajuña y otros municipios;003M;Valdilecha y otros municipios;53;
002M;Perales de Tajuña y otros municipios;058M;Morata de Tajuña;41;
002M;Perales de Tajuña y otros municipios;080M;Villarejo de Salvanés;53;
002M;Perales de Tajuña y otros municipios;096M;Arganda del Rey;192;
002S;Cazalla de la Sierra y Pedroso, El;003S;Guadalcanal y otros municipios;26;
002S;Cazalla de la Sierra y Pedroso, El;005S;Constantina y Navas de la Concepción, Las;58;
002V;Bellreguard y otros municipios;001V;Daimús y otros municipios;150;
002V;Bellreguard y otros municipios;003V;Gandia (distritos 01 y 03);176;
002V;Bellreguard y otros municipios;004V;Vilallonga/Villalonga y Ador;33;
002V;Bellreguard y otros municipios;005V;Font d'En Carròs, la y otros municipios;64;
002V;Bellreguard y otros municipios;006V;Real de Gandía y otros municipios;120;
002V;Bellreguard y otros municipios;037A;Dénia;32;
002V;Bellreguard y otros municipios;049V;Oliva y otros municipios;400;
002V;Bellreguard y otros municipios;093V;Gandia (distrito 04);34;
002V;Bellreguard y otros municipios;142V;Gandia (distrito 02);57;
003A;Bigastro y Jacarilla;001A;Montesinos, Los y Algorfa;18;
003A;Bigastro y Jacarilla;004A;Cox y otros municipios;18;
003A;Bigastro y Jacarilla;021A;Orihuela (distrito 08) y Rafal;292;
003A;Bigastro y Jacarilla;023A;Almoradí;18;
003A;Bigastro y Jacarilla;027A;Benejúzar;72;
003A;Bigastro y Jacarilla;031A;Callosa de Segura;18;
003A;Bigastro y Jacarilla;036A;Crevillent;18;
003A;Bigastro y Jacarilla;038A;Dolores;18;
003A;Bigastro y Jacarilla;039A;Finestrat;18;
003A;Bigastro y Jacarilla;03MU;Abanilla;43;
003A;Bigastro y Jacarilla;041A;Guardamar del Segura;18;
003A;Bigastro y Jacarilla;047A;Mutxamel;18;
003A;Bigastro y Jacarilla;049A;Nucia, la;18;
003A;Bigastro y Jacarilla;057A;Redován;18;
003A;Bigastro y Jacarilla;058A;Rojales;18;
003A;Bigastro y Jacarilla;061A;San Miguel de Salinas;18;
003A;Bigastro y Jacarilla;064A;Villena;18;
003A;Bigastro y Jacarilla;065A;Pilar de la Horadada;18;
003A;Bigastro y Jacarilla;087A;Orihuela (distrito 01);35;
003A;Bigastro y Jacarilla;088A;Orihuela (distrito 02);18;
003A;Bigastro y Jacarilla;090A;Orihuela (distrito 04);18;
003A;Bigastro y Jacarilla;091A;Orihuela (distrito 05);103;
003A;Bigastro y Jacarilla;092A;Orihuela (distrito 06);262;
003A;Bigastro y Jacarilla;093A;Orihuela (distrito 07);18;
003A;Bigastro y Jacarilla;097A;Torrevieja (distrito 01);18;
003A;Bigastro y Jacarilla;098A;Torrevieja (distrito 02);18;
003A;Bigastro y Jacarilla;099A;Torrevieja (distrito 03);18;
003A;Bigastro y Jacarilla;11MU;Beniel;18;
003A;Bigastro y Jacarilla;37MU;Santomera;18;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;002B;Òdena y otros municipios;50;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;004B;Capellades y Vallbona d'Anoia;84;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;074B;Igualada;111;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;098B;Piera;26;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;145B;Vilanova del Camí;51;
003M;Valdilecha y otros municipios;002M;Perales de Tajuña y otros municipios;29;
003M;Valdilecha y otros municipios;004M;Anchuelo y otros municipios;45;
003M;Valdilecha y otros municipios;035M;Campo Real;28;
003M;Valdilecha y otros municipios;050M;Loeches;32;
003M;Valdilecha y otros municipios;060M;Nuevo Baztán;202;
003M;Valdilecha y otros municipios;096M;Arganda del Rey;106;
003S;Guadalcanal y otros municipios;002S;Cazalla de la Sierra y Pedroso, El;29;
003S;Guadalcanal y otros municipios;005S;Constantina y Navas de la Concepción, Las;33;
003V;Gandia (distritos 01 y 03);001V;Daimús y otros municipios;52;
003V;Gandia (distritos 01 y 03);002V;Bellreguard y otros municipios;50;
003V;Gandia (distritos 01 y 03);004V;Vilallonga/Villalonga y Ador;32;
003V;Gandia (distritos 01 y 03);005V;Font d'En Carròs, la y otros municipios;21;
003V;Gandia (distritos 01 y 03);006V;Real de Gandía y otros municipios;78;
003V;Gandia (distritos 01 y 03);037A;Dénia;27;
003V;Gandia (distritos 01 y 03);049V;Oliva y otros municipios;71;
003V;Gandia (distritos 01 y 03);051V;Gandia (distrito 07) y Benirredrà;80;
003V;Gandia (distritos 01 y 03);075V;Gandia (distrito 06);57;
003V;Gandia (distritos 01 y 03);089V;Gandia (distrito 05);90;
003V;Gandia (distritos 01 y 03);093V;Gandia (distrito 04);125;
003V;Gandia (distritos 01 y 03);142V;Gandia (distrito 02);253;
004A;Cox y otros municipios;005A;Albatera y San Isidro;255;
004A;Cox y otros municipios;021A;Orihuela (distrito 08) y Rafal;131;
004A;Cox y otros municipios;031A;Callosa de Segura;198;
004A;Cox y otros municipios;036A;Crevillent;45;
004A;Cox y otros municipios;057A;Redován;62;
004A;Cox y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);53;
004A;Cox y otros municipios;093A;Orihuela (distrito 07);152;
004B;Capellades y Vallbona d'Anoia;002B;Òdena y otros municipios;44;
004B;Capellades y Vallbona d'Anoia;003B;Torre de Claramunt, La y Pobla de Claramunt, La;179;
004B;Capellades y Vallbona d'Anoia;074B;Igualada;72;
004B;Capellades y Vallbona d'Anoia;098B;Piera;126;
004M;Anchuelo y otros municipios;003M;Valdilecha y otros municipios;232;
004M;Anchuelo y otros municipios;050M;Loeches;19;
004M;Anchuelo y otros municipios;060M;Nuevo Baztán;41;
004M;Anchuelo y otros municipios;077M;Villalbilla;77;
004M;Anchuelo y otros municipios;084M;Alcalá de Henares (distrito 02);20;
004M;Anchuelo y otros municipios;085M;Alcalá de Henares (distrito 03);28;
004M;Anchuelo y otros municipios;087M;Alcalá de Henares (distrito 05) y Santos de la Humosa, Los;20;
004M;Anchuelo y otros municipios;096M;Arganda del Rey;21;
004M;Anchuelo y otros municipios;10GU;Pioz y Pozo de Guadalajara;24;
004M;Anchuelo y otros municipios;11GU;Mondéjar y otros municipios;18;
004M;Anchuelo y otros municipios;12GU;Loranca de Tajuña y otros municipios;40;
004S;Peñaflor y Puebla de los Infantes, La;006S;Lora del Río y Alcolea del Río;36;
004S;Peñaflor y Puebla de los Infantes, La;61CO;Palma del Río;172;
004V;Vilallonga/Villalonga y Ador;001V;Daimús y otros municipios;46;
004V;Vilallonga/Villalonga y Ador;003V;Gandia (distritos 01 y 03);94;
004V;Vilallonga/Villalonga y Ador;005V;Font d'En Carròs, la y otros municipios;69;
004V;Vilallonga/Villalonga y Ador;006V;Real de Gandía y otros municipios;119;
004V;Vilallonga/Villalonga y Ador;042V;Rótova y otros municipios;27;
004V;Vilallonga/Villalonga y Ador;049V;Oliva y otros municipios;85;
004V;Vilallonga/Villalonga y Ador;142V;Gandia (distrito 02);30;
005A;Albatera y San Isidro;004A;Cox y otros municipios;297;
005A;Albatera y San Isidro;021A;Orihuela (distrito 08) y Rafal;53;
005A;Albatera y San Isidro;023A;Almoradí;61;
005A;Albatera y San Isidro;031A;Callosa de Segura;86;
005A;Albatera y San Isidro;034A;Catral;78;
005A;Albatera y San Isidro;036A;Crevillent;216;
005A;Albatera y San Isidro;057A;Redován;91;
005A;Albatera y San Isidro;077A;Elche/Elx (distrito 01);27;
005A;Albatera y San Isidro;080A;Elche/Elx (distrito 04);29;
005A;Albatera y San Isidro;082A;Elche/Elx (secciones 001 a 022 del distrito 06);24;
005A;Albatera y San Isidro;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);182;
005A;Albatera y San Isidro;093A;Orihuela (distrito 07);93;
005B;Mediona y otros municipios;003B;Torre de Claramunt, La y Pobla de Claramunt, La;28;
005B;Mediona y otros municipios;023B;Sant Pere de Riudebitlles y otros municipios;105;
005B;Mediona y otros municipios;024B;Font-rubí y otros municipios;32;
005B;Mediona y otros municipios;098B;Piera;30;
005B;Mediona y otros municipios;126B;Sant Sadurní d'Anoia;34;
005B;Mediona y otros municipios;146B;Vilafranca del Penedès;40;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;007M;Buitrago del Lozoya y otros municipios;150;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;019M;Cabrera, La y otros municipios;59;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;022M;Torrelaguna y Redueña;29;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;06GU;Humanes y otros municipios;57;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;16GU;Casar, El y Uceda;57;
005S;Constantina y Navas de la Concepción, Las;002S;Cazalla de la Sierra y Pedroso, El;69;
005S;Constantina y Navas de la Concepción, Las;003S;Guadalcanal y otros municipios;35;
005S;Constantina y Navas de la Concepción, Las;006S;Lora del Río y Alcolea del Río;37;
005V;Font d'En Carròs, la y otros municipios;002V;Bellreguard y otros municipios;67;
005V;Font d'En Carròs, la y otros municipios;003V;Gandia (distritos 01 y 03);51;
005V;Font d'En Carròs, la y otros municipios;004V;Vilallonga/Villalonga y Ador;105;
005V;Font d'En Carròs, la y otros municipios;006V;Real de Gandía y otros municipios;158;
005V;Font d'En Carròs, la y otros municipios;049V;Oliva y otros municipios;127;
005V;Font d'En Carròs, la y otros municipios;142V;Gandia (distrito 02);32;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;025A;Aspe;101;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;03MU;Abanilla;44;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;048A;Novelda;24;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;055A;Pinós, el/Pinoso;30;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);68;
006B;Subirats y Olesa de Bonesvalls;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;36;
006B;Subirats y Olesa de Bonesvalls;014B;Canyelles y Olivella;19;
006B;Subirats y Olesa de Bonesvalls;020B;Granada, La y otros municipios;81;
006B;Subirats y Olesa de Bonesvalls;023B;Sant Pere de Riudebitlles y otros municipios;33;
006B;Subirats y Olesa de Bonesvalls;126B;Sant Sadurní d'Anoia;196;
006B;Subirats y Olesa de Bonesvalls;143B;Vallirana;42;
006B;Subirats y Olesa de Bonesvalls;146B;Vilafranca del Penedès;64;
006S;Lora del Río y Alcolea del Río;004S;Peñaflor y Puebla de los Infantes, La;52;
006S;Lora del Río y Alcolea del Río;037S;Campana, La;107;
006S;Lora del Río y Alcolea del Río;039S;Carmona;157;
006S;Lora del Río y Alcolea del Río;069S;Rinconada, La;23;
006S;Lora del Río y Alcolea del Río;119S;Villanueva del Río y Minas;49;
006S;Lora del Río y Alcolea del Río;61CO;Palma del Río;31;
006V;Real de Gandía y otros municipios;001V;Daimús y otros municipios;30;
006V;Real de Gandía y otros municipios;002V;Bellreguard y otros municipios;54;
006V;Real de Gandía y otros municipios;003V;Gandia (distritos 01 y 03);196;
006V;Real de Gandía y otros municipios;004V;Vilallonga/Villalonga y Ador;138;
006V;Real de Gandía y otros municipios;005V;Font d'En Carròs, la y otros municipios;123;
006V;Real de Gandía y otros municipios;042V;Rótova y otros municipios;28;
006V;Real de Gandía y otros municipios;049V;Oliva y otros municipios;148;
006V;Real de Gandía y otros municipios;051V;Gandia (distrito 07) y Benirredrà;75;
006V;Real de Gandía y otros municipios;089V;Gandia (distrito 05);50;
006V;Real de Gandía y otros municipios;093V;Gandia (distrito 04);80;
006V;Real de Gandía y otros municipios;142V;Gandia (distrito 02);81;
007A;Sax y Salinas;008A;Elda (distritos 02 y 03);38;
007A;Sax y Salinas;054A;Petrer;95;
007A;Sax y Salinas;064A;Villena;92;
007B;Castellbell i el Vilar y otros municipios;008B;Sant Vicenç de Castellet y otros municipios;113;
007B;Castellbell i el Vilar y otros municipios;142B;Vacarisses;162;
007M;Buitrago del Lozoya y otros municipios;005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;178;
007M;Buitrago del Lozoya y otros municipios;019M;Cabrera, La y otros municipios;30;
007S;Luisiana, La y Cañada Rosal;049S;Écija;326;
007V;Simat de la Valldigna y Benifairó de la Valldigna;011V;Llutxent y otros municipios;32;
007V;Simat de la Valldigna y Benifairó de la Valldigna;107V;Tavernes de la Valldigna;303;
007V;Simat de la Valldigna y Benifairó de la Valldigna;164V;Alzira;54;
008A;Elda (distritos 02 y 03);007A;Sax y Salinas;53;
008A;Elda (distritos 02 y 03);046A;Monóvar/Monòver;84;
008A;Elda (distritos 02 y 03);054A;Petrer;115;
008A;Elda (distritos 02 y 03);084A;Elda (distrito 01);56;
008A;Elda (distritos 02 y 03);085A;Elda (distrito 04);55;
008B;Sant Vicenç de Castellet y otros municipios;001B;Sant Joan de Vilatorrada y otros municipios;27;
008B;Sant Vicenç de Castellet y otros municipios;007B;Castellbell i el Vilar y otros municipios;146;
008B;Sant Vicenç de Castellet y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);64;
008B;Sant Vicenç de Castellet y otros municipios;104B;Pont de Vilomara i Rocafort, El;36;
008B;Sant Vicenç de Castellet y otros municipios;117B;Sant Fruitós de Bages;28;
008B;Sant Vicenç de Castellet y otros municipios;253B;Manresa (distrito 02);32;
008B;Sant Vicenç de Castellet y otros municipios;255B;Manresa (distrito 04);58;
008B;Sant Vicenç de Castellet y otros municipios;256B;Manresa (distrito 05);105;
008M;Cercedilla y Navacerrada;029M;Alpedrete;21;
008M;Cercedilla y Navacerrada;031M;Becerril de la Sierra;39;
008M;Cercedilla y Navacerrada;041M;Collado Mediano;24;
008M;Cercedilla y Navacerrada;047M;Guadarrama;87;
008M;Cercedilla y Navacerrada;055M;Molinos, Los;181;
008M;Cercedilla y Navacerrada;098M;Collado Villalba;34;
008S;Rubio, El y Marinaleda;010S;Estepa y Lora de Estepa;134;
008S;Rubio, El y Marinaleda;022S;Osuna y Lantejuela;36;
008S;Rubio, El y Marinaleda;049S;Écija;105;
008V;Manuel y otros municipios;009V;Pobla Llarga, la y otros municipios;155;
008V;Manuel y otros municipios;035V;Alcàntera de Xúquer y otros municipios;28;
008V;Manuel y otros municipios;037V;Llosa de Ranes, la y otros municipios;31;
008V;Manuel y otros municipios;062V;Villanueva de Castellón;49;
008V;Manuel y otros municipios;088V;Alcúdia, l';24;
008V;Manuel y otros municipios;123V;Carcaixent;30;
008V;Manuel y otros municipios;151V;Xàtiva;46;
008V;Manuel y otros municipios;164V;Alzira;58;
009A;Agost y Tibi;033A;Castalla;69;
009A;Agost y Tibi;042A;Ibi;45;
009A;Agost y Tibi;096A;San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 03);46;
009A;Agost y Tibi;116A;Alicante (SCD Number 8-B);109;
009B;Hostalets de Pierola, Els y Bruc, El;002B;Òdena y otros municipios;21;
009B;Hostalets de Pierola, Els y Bruc, El;010B;Viladecavalls y Ullastrell;30;
009B;Hostalets de Pierola, Els y Bruc, El;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;30;
009B;Hostalets de Pierola, Els y Bruc, El;046B;Abrera;30;
009B;Hostalets de Pierola, Els y Bruc, El;064B;Collbató;335;
009B;Hostalets de Pierola, Els y Bruc, El;068B;Esparreguera;36;
009B;Hostalets de Pierola, Els y Bruc, El;083B;Masquefa;59;
009B;Hostalets de Pierola, Els y Bruc, El;098B;Piera;176;
009M;Robledo de Chavela y otros municipios;011M;Navalagamella y otros municipios;36;
009M;Robledo de Chavela y otros municipios;043M;Escorial, El;40;
009M;Robledo de Chavela y otros municipios;066M;San Lorenzo de El Escorial;30;
009M;Robledo de Chavela y otros municipios;06AV;Navas del Marqués, Las y Peguerinos;43;
009M;Robledo de Chavela y otros municipios;074M;Valdemorillo;31;
009M;Robledo de Chavela y otros municipios;081M;Villaviciosa de Odón;18;
009S;Gilena y Aguadulce;022S;Osuna y Lantejuela;158;
009V;Pobla Llarga, la y otros municipios;008V;Manuel y otros municipios;141;
009V;Pobla Llarga, la y otros municipios;050V;Alberic y otros municipios;64;
009V;Pobla Llarga, la y otros municipios;062V;Villanueva de Castellón;136;
009V;Pobla Llarga, la y otros municipios;088V;Alcúdia, l';17;
009V;Pobla Llarga, la y otros municipios;123V;Carcaixent;110;
009V;Pobla Llarga, la y otros municipios;151V;Xàtiva;19;
009V;Pobla Llarga, la y otros municipios;164V;Alzira;64;
010A;Biar y otros municipios;026A;Banyeres de Mariola;215;
010A;Biar y otros municipios;064A;Villena;256;
010B;Viladecavalls y Ullastrell;046B;Abrera;61;
010B;Viladecavalls y Ullastrell;062B;Castellbisbal;25;
010B;Viladecavalls y Ullastrell;068B;Esparreguera;55;
010B;Viladecavalls y Ullastrell;093B;Olesa de Montserrat;66;
010B;Viladecavalls y Ullastrell;142B;Vacarisses;26;
010B;Viladecavalls y Ullastrell;273B;Rubí (distrito 02);43;
010B;Viladecavalls y Ullastrell;302B;Terrassa (distrito 01);24;
010B;Viladecavalls y Ullastrell;303B;Terrassa (distrito 02);26;
010B;Viladecavalls y Ullastrell;304B;Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);97;
010B;Viladecavalls y Ullastrell;305B;Terrassa (distrito 04);226;
010B;Viladecavalls y Ullastrell;306B;Terrassa (distrito 05);45;
010B;Viladecavalls y Ullastrell;307B;Terrassa (distrito 06);17;
010M;Navas del Rey y Chapinería;012M;Quijorna y otros municipios;65;
010M;Navas del Rey y Chapinería;013M;Aldea del Fresno y Villamanta;34;
010M;Navas del Rey y Chapinería;014M;San Martín de Valdeiglesias y Pelayos de la Presa;33;
010S;Estepa y Lora de Estepa;008S;Rubio, El y Marinaleda;83;
010S;Estepa y Lora de Estepa;009S;Gilena y Aguadulce;22;
010S;Estepa y Lora de Estepa;011S;Casariche y Badolatosa;45;
010S;Estepa y Lora de Estepa;022S;Osuna y Lantejuela;47;
010S;Estepa y Lora de Estepa;049S;Écija;364;
010S;Estepa y Lora de Estepa;056S;Herrera;47;
010S;Estepa y Lora de Estepa;070S;Roda de Andalucía, La;55;
010S;Estepa y Lora de Estepa;64CO;Puente Genil;51;
010V;Genovés y otros municipios;037V;Llosa de Ranes, la y otros municipios;94;
010V;Genovés y otros municipios;151V;Xàtiva;213;
011A;Busot y otros municipios;013A;Benilloba y otros municipios;33;
011A;Busot y otros municipios;022A;Alfàs del Pi, l';40;
011A;Busot y otros municipios;024A;Altea;37;
011A;Busot y otros municipios;039A;Finestrat;81;
011A;Busot y otros municipios;047A;Mutxamel;92;
011A;Busot y otros municipios;060A;Sant Joan d'Alacant;33;
011A;Busot y otros municipios;063A;Villajoyosa/Vila Joiosa, la;98;
011A;Busot y otros municipios;073A;Benidorm (distrito 01);64;
011A;Busot y otros municipios;074A;Benidorm (distrito 02);45;
011A;Busot y otros municipios;107A;Alicante (SCD Number 4-B);40;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;012B;Gelida y Castellví de Rosanes;205;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;046B;Abrera;133;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;062B;Castellbisbal;39;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;068B;Esparreguera;35;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;081B;Martorell;200;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;083B;Masquefa;91;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;098B;Piera;33;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;109B;Sant Andreu de la Barca;18;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;126B;Sant Sadurní d'Anoia;53;
011M;Navalagamella y otros municipios;009M;Robledo de Chavela y otros municipios;40;
011M;Navalagamella y otros municipios;010M;Navas del Rey y Chapinería;32;
011M;Navalagamella y otros municipios;012M;Quijorna y otros municipios;54;
011M;Navalagamella y otros municipios;074M;Valdemorillo;71;
011M;Navalagamella y otros municipios;078M;Villanueva de la Cañada;25;
011S;Casariche y Badolatosa;010S;Estepa y Lora de Estepa;81;
011S;Casariche y Badolatosa;58CO;Lucena;89;
011S;Casariche y Badolatosa;64CO;Puente Genil;52;
011V;Llutxent y otros municipios;007V;Simat de la Valldigna y Benifairó de la Valldigna;31;
011V;Llutxent y otros municipios;039V;Mogente/Moixent y otros municipios;84;
011V;Llutxent y otros municipios;042V;Rótova y otros municipios;155;
011V;Llutxent y otros municipios;043V;Pobla del Duc, la y otros municipios;60;
011V;Llutxent y otros municipios;044V;Montaverner y otros municipios;42;
011V;Llutxent y otros municipios;159V;Ontinyent;107;
011V;Llutxent y otros municipios;164V;Alzira;24;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;013A;Benilloba y otros municipios;65;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;014A;Beniarrés y otros municipios;27;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;015A;Muro de Alcoy y otros municipios;58;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;035A;Cocentaina;178;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;042A;Ibi;44;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;066A;Alcoy/Alcoi (distrito 01);132;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;067A;Alcoy/Alcoi (distrito 02);186;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;068A;Alcoy/Alcoi (distrito 03);44;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;069A;Alcoy/Alcoi (distrito 04);49;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;070A;Alcoy/Alcoi (distrito 05);79;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;071A;Alcoy/Alcoi (distrito 06);41;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;072A;Alcoy/Alcoi (distrito 07);120;
012B;Gelida y Castellví de Rosanes;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;378;
012B;Gelida y Castellví de Rosanes;046B;Abrera;36;
012B;Gelida y Castellví de Rosanes;062B;Castellbisbal;33;
012B;Gelida y Castellví de Rosanes;081B;Martorell;124;
012B;Gelida y Castellví de Rosanes;083B;Masquefa;54;
012B;Gelida y Castellví de Rosanes;126B;Sant Sadurní d'Anoia;111;
