CELDA_ORIGEN;NOMBRE_CELDA_ORIGEN;CELDA_DESTINO;NOMBRE_CELDA_DESTINO;FLUJO;
001A;Montesinos, Los y Algorfa;002A;Formentera del Segura y otros municipios;18;
001A;Montesinos, Los y Algorfa;023A;Almoradí;52;
001A;Montesinos, Los y Algorfa;041A;Guardamar del Segura;18;
001A;Montesinos, Los y Algorfa;058A;Rojales;91;
001A;Montesinos, Los y Algorfa;061A;San Miguel de Salinas;63;
001A;Montesinos, Los y Algorfa;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);18;
001A;Montesinos, Los y Algorfa;091A;Orihuela (distrito 05);18;
001A;Montesinos, Los y Algorfa;097A;Torrevieja (distrito 01);152;
001A;Montesinos, Los y Algorfa;098A;Torrevieja (distrito 02);91;
001A;Montesinos, Los y Algorfa;099A;Torrevieja (distrito 03);18;
001A;Montesinos, Los y Algorfa;30MU;San Javier;18;
001A;Montesinos, Los y Algorfa;48MU;Cartagena (distrito 10);18;
001B;Sant Joan de Vilatorrada y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);54;
001B;Sant Joan de Vilatorrada y otros municipios;107B;Santpedor;69;
001B;Sant Joan de Vilatorrada y otros municipios;117B;Sant Fruitós de Bages;64;
001B;Sant Joan de Vilatorrada y otros municipios;253B;Manresa (distrito 02);123;
001B;Sant Joan de Vilatorrada y otros municipios;255B;Manresa (distrito 04);142;
001B;Sant Joan de Vilatorrada y otros municipios;256B;Manresa (distrito 05);43;
001M;Fuentidueña de Tajo y otros municipios;04CU;Barajas de Melo y otros municipios;33;
001M;Fuentidueña de Tajo y otros municipios;080M;Villarejo de Salvanés;26;
001M;Fuentidueña de Tajo y otros municipios;096M;Arganda del Rey;29;
001M;Fuentidueña de Tajo y otros municipios;11GU;Mondéjar y otros municipios;19;
001S;Real de la Jara, El y otros municipios;10HU;Santa Olalla del Cala y otros municipios;33;
001V;Daimús y otros municipios;002V;Bellreguard y otros municipios;53;
001V;Daimús y otros municipios;004V;Vilallonga/Villalonga y Ador;60;
001V;Daimús y otros municipios;037A;Dénia;40;
001V;Daimús y otros municipios;049V;Oliva y otros municipios;51;
001V;Daimús y otros municipios;093V;Gandia (distrito 04);96;
002A;Formentera del Segura y otros municipios;023A;Almoradí;164;
002A;Formentera del Segura y otros municipios;058A;Rojales;452;
002A;Formentera del Segura y otros municipios;059A;San Fulgencio;64;
002A;Formentera del Segura y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);49;
002B;Òdena y otros municipios;074B;Igualada;249;
002B;Òdena y otros municipios;129B;Santa Margarida de Montbui;53;
002B;Òdena y otros municipios;145B;Vilanova del Camí;38;
002M;Perales de Tajuña y otros municipios;003M;Valdilecha y otros municipios;33;
002M;Perales de Tajuña y otros municipios;080M;Villarejo de Salvanés;43;
002M;Perales de Tajuña y otros municipios;096M;Arganda del Rey;174;
002S;Cazalla de la Sierra y Pedroso, El;003S;Guadalcanal y otros municipios;55;
002S;Cazalla de la Sierra y Pedroso, El;005S;Constantina y Navas de la Concepción, Las;87;
002V;Bellreguard y otros municipios;001V;Daimús y otros municipios;64;
002V;Bellreguard y otros municipios;003V;Gandia (distritos 01 y 03);54;
002V;Bellreguard y otros municipios;004V;Vilallonga/Villalonga y Ador;21;
002V;Bellreguard y otros municipios;005V;Font d'En Carròs, la y otros municipios;51;
002V;Bellreguard y otros municipios;006V;Real de Gandía y otros municipios;59;
002V;Bellreguard y otros municipios;012V;Xeraco y Xeresa;21;
002V;Bellreguard y otros municipios;025V;Villar del Arzobispo y otros municipios;21;
002V;Bellreguard y otros municipios;037A;Dénia;21;
002V;Bellreguard y otros municipios;042V;Rótova y otros municipios;21;
002V;Bellreguard y otros municipios;049V;Oliva y otros municipios;183;
002V;Bellreguard y otros municipios;089V;Gandia (distrito 05);21;
002V;Bellreguard y otros municipios;093V;Gandia (distrito 04);21;
002V;Bellreguard y otros municipios;142V;Gandia (distrito 02);21;
003A;Bigastro y Jacarilla;021A;Orihuela (distrito 08) y Rafal;178;
003A;Bigastro y Jacarilla;03MU;Abanilla;84;
003A;Bigastro y Jacarilla;092A;Orihuela (distrito 06);226;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;004B;Capellades y Vallbona d'Anoia;64;
003M;Valdilecha y otros municipios;002M;Perales de Tajuña y otros municipios;40;
003M;Valdilecha y otros municipios;004M;Anchuelo y otros municipios;73;
003M;Valdilecha y otros municipios;050M;Loeches;38;
003M;Valdilecha y otros municipios;060M;Nuevo Baztán;167;
003M;Valdilecha y otros municipios;096M;Arganda del Rey;125;
003S;Guadalcanal y otros municipios;002S;Cazalla de la Sierra y Pedroso, El;18;
003S;Guadalcanal y otros municipios;005S;Constantina y Navas de la Concepción, Las;18;
003S;Guadalcanal y otros municipios;23BA;Montemolín y otros municipios;18;
003S;Guadalcanal y otros municipios;24BA;Azuaga y otros municipios;18;
003V;Gandia (distritos 01 y 03);002V;Bellreguard y otros municipios;36;
003V;Gandia (distritos 01 y 03);006V;Real de Gandía y otros municipios;57;
003V;Gandia (distritos 01 y 03);049V;Oliva y otros municipios;31;
003V;Gandia (distritos 01 y 03);051V;Gandia (distrito 07) y Benirredrà;34;
003V;Gandia (distritos 01 y 03);075V;Gandia (distrito 06);53;
003V;Gandia (distritos 01 y 03);093V;Gandia (distrito 04);48;
003V;Gandia (distritos 01 y 03);142V;Gandia (distrito 02);234;
004A;Cox y otros municipios;005A;Albatera y San Isidro;200;
004A;Cox y otros municipios;021A;Orihuela (distrito 08) y Rafal;52;
004A;Cox y otros municipios;031A;Callosa de Segura;184;
004A;Cox y otros municipios;057A;Redován;51;
004A;Cox y otros municipios;093A;Orihuela (distrito 07);141;
004B;Capellades y Vallbona d'Anoia;003B;Torre de Claramunt, La y Pobla de Claramunt, La;79;
004B;Capellades y Vallbona d'Anoia;098B;Piera;94;
004M;Anchuelo y otros municipios;003M;Valdilecha y otros municipios;72;
004M;Anchuelo y otros municipios;050M;Loeches;22;
004M;Anchuelo y otros municipios;060M;Nuevo Baztán;42;
004M;Anchuelo y otros municipios;073M;Torres de la Alameda;21;
004M;Anchuelo y otros municipios;077M;Villalbilla;79;
004M;Anchuelo y otros municipios;084M;Alcalá de Henares (distrito 02);20;
004M;Anchuelo y otros municipios;085M;Alcalá de Henares (distrito 03);29;
004M;Anchuelo y otros municipios;086M;Alcalá de Henares (distrito 04);19;
004M;Anchuelo y otros municipios;087M;Alcalá de Henares (distrito 05) y Santos de la Humosa, Los;20;
004M;Anchuelo y otros municipios;10GU;Pioz y Pozo de Guadalajara;26;
004S;Peñaflor y Puebla de los Infantes, La;006S;Lora del Río y Alcolea del Río;68;
004S;Peñaflor y Puebla de los Infantes, La;15CO;Posadas y Hornachuelos;56;
004S;Peñaflor y Puebla de los Infantes, La;61CO;Palma del Río;186;
004V;Vilallonga/Villalonga y Ador;001V;Daimús y otros municipios;62;
004V;Vilallonga/Villalonga y Ador;005V;Font d'En Carròs, la y otros municipios;52;
004V;Vilallonga/Villalonga y Ador;006V;Real de Gandía y otros municipios;110;
004V;Vilallonga/Villalonga y Ador;049V;Oliva y otros municipios;78;
004V;Vilallonga/Villalonga y Ador;093V;Gandia (distrito 04);24;
005A;Albatera y San Isidro;004A;Cox y otros municipios;235;
005A;Albatera y San Isidro;023A;Almoradí;41;
005A;Albatera y San Isidro;031A;Callosa de Segura;58;
005A;Albatera y San Isidro;034A;Catral;52;
005A;Albatera y San Isidro;036A;Crevillent;123;
005A;Albatera y San Isidro;057A;Redován;101;
005A;Albatera y San Isidro;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);62;
005A;Albatera y San Isidro;093A;Orihuela (distrito 07);86;
005B;Mediona y otros municipios;023B;Sant Pere de Riudebitlles y otros municipios;71;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;007M;Buitrago del Lozoya y otros municipios;133;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;019M;Cabrera, La y otros municipios;41;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;06GU;Humanes y otros municipios;31;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;16GU;Casar, El y Uceda;38;
005S;Constantina y Navas de la Concepción, Las;002S;Cazalla de la Sierra y Pedroso, El;66;
005S;Constantina y Navas de la Concepción, Las;003S;Guadalcanal y otros municipios;53;
005V;Font d'En Carròs, la y otros municipios;002V;Bellreguard y otros municipios;56;
005V;Font d'En Carròs, la y otros municipios;004V;Vilallonga/Villalonga y Ador;88;
005V;Font d'En Carròs, la y otros municipios;006V;Real de Gandía y otros municipios;180;
005V;Font d'En Carròs, la y otros municipios;049V;Oliva y otros municipios;49;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;025A;Aspe;60;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;03MU;Abanilla;74;
006B;Subirats y Olesa de Bonesvalls;012B;Gelida y Castellví de Rosanes;35;
006B;Subirats y Olesa de Bonesvalls;014B;Canyelles y Olivella;31;
006B;Subirats y Olesa de Bonesvalls;020B;Granada, La y otros municipios;53;
006B;Subirats y Olesa de Bonesvalls;023B;Sant Pere de Riudebitlles y otros municipios;31;
006B;Subirats y Olesa de Bonesvalls;126B;Sant Sadurní d'Anoia;103;
006B;Subirats y Olesa de Bonesvalls;146B;Vilafranca del Penedès;31;
006S;Lora del Río y Alcolea del Río;004S;Peñaflor y Puebla de los Infantes, La;43;
006S;Lora del Río y Alcolea del Río;037S;Campana, La;159;
006S;Lora del Río y Alcolea del Río;039S;Carmona;184;
006S;Lora del Río y Alcolea del Río;119S;Villanueva del Río y Minas;39;
006S;Lora del Río y Alcolea del Río;61CO;Palma del Río;48;
006V;Real de Gandía y otros municipios;003V;Gandia (distritos 01 y 03);94;
006V;Real de Gandía y otros municipios;004V;Vilallonga/Villalonga y Ador;124;
006V;Real de Gandía y otros municipios;005V;Font d'En Carròs, la y otros municipios;142;
006V;Real de Gandía y otros municipios;049V;Oliva y otros municipios;49;
006V;Real de Gandía y otros municipios;051V;Gandia (distrito 07) y Benirredrà;90;
006V;Real de Gandía y otros municipios;075V;Gandia (distrito 06);40;
007A;Sax y Salinas;008A;Elda (distritos 02 y 03);53;
007A;Sax y Salinas;054A;Petrer;49;
007A;Sax y Salinas;064A;Villena;72;
007B;Castellbell i el Vilar y otros municipios;008B;Sant Vicenç de Castellet y otros municipios;94;
007B;Castellbell i el Vilar y otros municipios;142B;Vacarisses;115;
007M;Buitrago del Lozoya y otros municipios;005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;155;
007M;Buitrago del Lozoya y otros municipios;019M;Cabrera, La y otros municipios;23;
007S;Luisiana, La y Cañada Rosal;049S;Écija;356;
007V;Simat de la Valldigna y Benifairó de la Valldigna;107V;Tavernes de la Valldigna;251;
008A;Elda (distritos 02 y 03);007A;Sax y Salinas;110;
008A;Elda (distritos 02 y 03);046A;Monóvar/Monòver;96;
008A;Elda (distritos 02 y 03);048A;Novelda;20;
008A;Elda (distritos 02 y 03);054A;Petrer;151;
008A;Elda (distritos 02 y 03);064A;Villena;20;
008A;Elda (distritos 02 y 03);084A;Elda (distrito 01);128;
008A;Elda (distritos 02 y 03);085A;Elda (distrito 04);74;
008A;Elda (distritos 02 y 03);086A;Elda (distrito 05);20;
008B;Sant Vicenç de Castellet y otros municipios;007B;Castellbell i el Vilar y otros municipios;84;
008B;Sant Vicenç de Castellet y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);35;
008B;Sant Vicenç de Castellet y otros municipios;104B;Pont de Vilomara i Rocafort, El;38;
008M;Cercedilla y Navacerrada;031M;Becerril de la Sierra;36;
008M;Cercedilla y Navacerrada;047M;Guadarrama;80;
008M;Cercedilla y Navacerrada;055M;Molinos, Los;136;
008M;Cercedilla y Navacerrada;098M;Collado Villalba;31;
008S;Rubio, El y Marinaleda;010S;Estepa y Lora de Estepa;85;
008S;Rubio, El y Marinaleda;022S;Osuna y Lantejuela;43;
008S;Rubio, El y Marinaleda;049S;Écija;237;
008V;Manuel y otros municipios;009V;Pobla Llarga, la y otros municipios;124;
008V;Manuel y otros municipios;035V;Alcàntera de Xúquer y otros municipios;32;
009A;Agost y Tibi;033A;Castalla;43;
009A;Agost y Tibi;116A;Alicante (SCD Number 8-B);50;
009B;Hostalets de Pierola, Els y Bruc, El;010B;Viladecavalls y Ullastrell;30;
009B;Hostalets de Pierola, Els y Bruc, El;083B;Masquefa;139;
009B;Hostalets de Pierola, Els y Bruc, El;093B;Olesa de Montserrat;32;
009B;Hostalets de Pierola, Els y Bruc, El;098B;Piera;109;
009M;Robledo de Chavela y otros municipios;011M;Navalagamella y otros municipios;59;
009M;Robledo de Chavela y otros municipios;043M;Escorial, El;25;
009M;Robledo de Chavela y otros municipios;066M;San Lorenzo de El Escorial;29;
009M;Robledo de Chavela y otros municipios;06AV;Navas del Marqués, Las y Peguerinos;36;
009M;Robledo de Chavela y otros municipios;074M;Valdemorillo;34;
009S;Gilena y Aguadulce;010S;Estepa y Lora de Estepa;49;
009S;Gilena y Aguadulce;022S;Osuna y Lantejuela;187;
009V;Pobla Llarga, la y otros municipios;008V;Manuel y otros municipios;133;
009V;Pobla Llarga, la y otros municipios;050V;Alberic y otros municipios;49;
009V;Pobla Llarga, la y otros municipios;062V;Villanueva de Castellón;105;
010A;Biar y otros municipios;026A;Banyeres de Mariola;202;
010A;Biar y otros municipios;064A;Villena;150;
010B;Viladecavalls y Ullastrell;046B;Abrera;58;
010B;Viladecavalls y Ullastrell;062B;Castellbisbal;42;
010B;Viladecavalls y Ullastrell;068B;Esparreguera;27;
010B;Viladecavalls y Ullastrell;081B;Martorell;31;
010B;Viladecavalls y Ullastrell;098B;Piera;33;
010B;Viladecavalls y Ullastrell;305B;Terrassa (distrito 04);92;
010B;Viladecavalls y Ullastrell;306B;Terrassa (distrito 05);51;
010M;Navas del Rey y Chapinería;011M;Navalagamella y otros municipios;43;
010M;Navas del Rey y Chapinería;012M;Quijorna y otros municipios;60;
010M;Navas del Rey y Chapinería;013M;Aldea del Fresno y Villamanta;50;
010M;Navas del Rey y Chapinería;014M;San Martín de Valdeiglesias y Pelayos de la Presa;43;
010S;Estepa y Lora de Estepa;022S;Osuna y Lantejuela;72;
010S;Estepa y Lora de Estepa;049S;Écija;660;
010S;Estepa y Lora de Estepa;056S;Herrera;56;
010S;Estepa y Lora de Estepa;070S;Roda de Andalucía, La;69;
010S;Estepa y Lora de Estepa;64CO;Puente Genil;48;
010V;Genovés y otros municipios;037V;Llosa de Ranes, la y otros municipios;51;
010V;Genovés y otros municipios;151V;Xàtiva;79;
011A;Busot y otros municipios;022A;Alfàs del Pi, l';83;
011A;Busot y otros municipios;024A;Altea;39;
011A;Busot y otros municipios;073A;Benidorm (distrito 01);37;
011A;Busot y otros municipios;074A;Benidorm (distrito 02);33;
011A;Busot y otros municipios;107A;Alicante (SCD Number 4-B);51;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;009B;Hostalets de Pierola, Els y Bruc, El;21;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;012B;Gelida y Castellví de Rosanes;186;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;046B;Abrera;121;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;068B;Esparreguera;21;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;081B;Martorell;162;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;083B;Masquefa;77;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;098B;Piera;19;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;126B;Sant Sadurní d'Anoia;32;
011M;Navalagamella y otros municipios;009M;Robledo de Chavela y otros municipios;53;
011M;Navalagamella y otros municipios;010M;Navas del Rey y Chapinería;34;
011M;Navalagamella y otros municipios;012M;Quijorna y otros municipios;50;
011M;Navalagamella y otros municipios;074M;Valdemorillo;70;
011S;Casariche y Badolatosa;010S;Estepa y Lora de Estepa;68;
011S;Casariche y Badolatosa;022S;Osuna y Lantejuela;17;
011S;Casariche y Badolatosa;049S;Écija;17;
011S;Casariche y Badolatosa;056S;Herrera;17;
011S;Casariche y Badolatosa;070S;Roda de Andalucía, La;17;
011S;Casariche y Badolatosa;10CO;Benamejí y otros municipios;17;
011S;Casariche y Badolatosa;18MA;Sierra de Yeguas y otros municipios;17;
011S;Casariche y Badolatosa;19MA;Antequera y Valle de Abdalajís;17;
011S;Casariche y Badolatosa;24MA;Alameda;17;
011S;Casariche y Badolatosa;58CO;Lucena;93;
011S;Casariche y Badolatosa;64CO;Puente Genil;68;
011V;Llutxent y otros municipios;039V;Mogente/Moixent y otros municipios;105;
011V;Llutxent y otros municipios;042V;Rótova y otros municipios;85;
011V;Llutxent y otros municipios;043V;Pobla del Duc, la y otros municipios;39;
011V;Llutxent y otros municipios;159V;Ontinyent;99;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;013A;Benilloba y otros municipios;76;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;014A;Beniarrés y otros municipios;17;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;035A;Cocentaina;54;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;066A;Alcoy/Alcoi (distrito 01);76;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;067A;Alcoy/Alcoi (distrito 02);189;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;069A;Alcoy/Alcoi (distrito 04);25;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;070A;Alcoy/Alcoi (distrito 05);69;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;071A;Alcoy/Alcoi (distrito 06);26;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;072A;Alcoy/Alcoi (distrito 07);68;
012B;Gelida y Castellví de Rosanes;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;418;
012B;Gelida y Castellví de Rosanes;081B;Martorell;42;
012B;Gelida y Castellví de Rosanes;126B;Sant Sadurní d'Anoia;137;
012M;Quijorna y otros municipios;010M;Navas del Rey y Chapinería;34;
012M;Quijorna y otros municipios;011M;Navalagamella y otros municipios;60;
012M;Quijorna y otros municipios;033M;Brunete;22;
012M;Quijorna y otros municipios;068M;Sevilla la Nueva;50;
012M;Quijorna y otros municipios;078M;Villanueva de la Cañada;73;
012M;Quijorna y otros municipios;097M;Boadilla del Monte;24;
012S;Saucejo, El y otros municipios;022S;Osuna y Lantejuela;81;
012S;Saucejo, El y otros municipios;18MA;Sierra de Yeguas y otros municipios;65;
012V;Xeraco y Xeresa;037A;Dénia;26;
012V;Xeraco y Xeresa;093V;Gandia (distrito 04);34;
013A;Benilloba y otros municipios;012A;Alcoy/Alcoi (distrito 08) y Benifallim;110;
013A;Benilloba y otros municipios;022A;Alfàs del Pi, l';25;
013A;Benilloba y otros municipios;024A;Altea;23;
013A;Benilloba y otros municipios;035A;Cocentaina;78;
013A;Benilloba y otros municipios;049A;Nucia, la;41;
013A;Benilloba y otros municipios;071A;Alcoy/Alcoi (distrito 06);42;
013B;Cervelló y Palma de Cervelló, La;065B;Corbera de Llobregat;33;
013B;Cervelló y Palma de Cervelló, La;085B;Molins de Rei;96;
013B;Cervelló y Palma de Cervelló, La;095B;Pallejà;104;
013B;Cervelló y Palma de Cervelló, La;116B;Sant Feliu de Llobregat;29;
013B;Cervelló y Palma de Cervelló, La;134B;Sant Vicenç dels Horts;80;
013B;Cervelló y Palma de Cervelló, La;143B;Vallirana;143;
013M;Aldea del Fresno y Villamanta;010M;Navas del Rey y Chapinería;29;
013M;Aldea del Fresno y Villamanta;01TO;Méntrida y Valmojado;21;
013M;Aldea del Fresno y Villamanta;059M;Navalcarnero;63;
013M;Aldea del Fresno y Villamanta;076M;Villa del Prado;34;
013M;Aldea del Fresno y Villamanta;53TO;Seseña y Casarrubios del Monte;30;
013S;Pruna y otros municipios;45CZ;Olvera y Torre Alháquime;115;
013V;Corbera y otros municipios;014V;Albalat de la Ribera y otros municipios;126;
013V;Corbera y otros municipios;127V;Cullera;148;
013V;Corbera y otros municipios;147V;Sueca;168;
013V;Corbera y otros municipios;164V;Alzira;46;
014A;Beniarrés y otros municipios;012A;Alcoy/Alcoi (distrito 08) y Benifallim;32;
014A;Beniarrés y otros municipios;015A;Muro de Alcoy y otros municipios;211;
014A;Beniarrés y otros municipios;043A;Jávea/Xàbia;175;
014A;Beniarrés y otros municipios;070A;Alcoy/Alcoi (distrito 05);42;
014B;Canyelles y Olivella;123B;Sant Pere de Ribes;123;
014B;Canyelles y Olivella;136B;Sitges;22;
014B;Canyelles y Olivella;146B;Vilafranca del Penedès;51;
014M;San Martín de Valdeiglesias y Pelayos de la Presa;009M;Robledo de Chavela y otros municipios;26;
014M;San Martín de Valdeiglesias y Pelayos de la Presa;010M;Navas del Rey y Chapinería;30;
014S;Morón de la Frontera y Coripe;016S;Utrera (distrito 05) y otros municipios;59;
014S;Morón de la Frontera y Coripe;028S;Arahal;363;
014S;Morón de la Frontera y Coripe;060S;Marchena;152;
014S;Morón de la Frontera y Coripe;064S;Paradas;61;
014V;Albalat de la Ribera y otros municipios;013V;Corbera y otros municipios;85;
014V;Albalat de la Ribera y otros municipios;095V;Alginet;27;
014V;Albalat de la Ribera y otros municipios;147V;Sueca;71;
014V;Albalat de la Ribera y otros municipios;164V;Alzira;56;
015A;Muro de Alcoy y otros municipios;014A;Beniarrés y otros municipios;356;
015B;Martorelles y Santa Maria de Martorelles;097B;Parets del Vallès;18;
015B;Martorelles y Santa Maria de Martorelles;114B;Sant Fost de Campsentelles;107;
015B;Martorelles y Santa Maria de Martorelles;264B;Mollet del Vallès (distrito 01);78;
015B;Martorelles y Santa Maria de Martorelles;265B;Mollet del Vallès (distrito 02);103;
015B;Martorelles y Santa Maria de Martorelles;266B;Mollet del Vallès (distrito 03);111;
015M;Cadalso de los Vidrios y otros municipios;014M;San Martín de Valdeiglesias y Pelayos de la Presa;31;
015M;Cadalso de los Vidrios y otros municipios;11AV;Sotillo de la Adrada y otros municipios;32;
015M;Cadalso de los Vidrios y otros municipios;34TO;Escalona y otros municipios;91;
015S;Utrera (distritos 02 y 04);016S;Utrera (distrito 05) y otros municipios;1181;
015S;Utrera (distritos 02 y 04);116S;Utrera (distrito 01);484;
015V;Albal y Beniparrell;101V;Torrent (distrito 04);101;
015V;Albal y Beniparrell;113V;Silla;130;
015V;Albal y Beniparrell;125V;Picassent;84;
015V;Albal y Beniparrell;140V;Paiporta;87;
015V;Albal y Beniparrell;149V;Catarroja;666;
016A;Verger, el y Poblets, els;037A;Dénia;123;
016A;Verger, el y Poblets, els;050A;Ondara;96;
016B;Vilanova del Vallès y otros municipios;051B;Argentona;25;
016B;Vilanova del Vallès y otros municipios;057B;Caldes de Montbui;21;
016B;Vilanova del Vallès y otros municipios;067B;Dosrius;40;
016B;Vilanova del Vallès y otros municipios;077B;Lliçà d'Amunt;45;
016B;Vilanova del Vallès y otros municipios;078B;Lliçà de Vall;79;
016B;Vilanova del Vallès y otros municipios;088B;Montmeló;28;
016B;Vilanova del Vallès y otros municipios;089B;Montornès del Vallès;384;
016B;Vilanova del Vallès y otros municipios;094B;Palau-solità i Plegamans;26;
016B;Vilanova del Vallès y otros municipios;097B;Parets del Vallès;98;
016B;Vilanova del Vallès y otros municipios;103B;Roca del Vallès, La;47;
016B;Vilanova del Vallès y otros municipios;245B;Granollers (distrito 04);26;
016M;Serranillos del Valle y Batres;027M;Álamo, El;48;
016M;Serranillos del Valle y Batres;030M;Arroyomolinos;30;
016M;Serranillos del Valle y Batres;046M;Griñón;82;
016M;Serranillos del Valle y Batres;049M;Humanes de Madrid;45;
016M;Serranillos del Valle y Batres;07TO;Carranque;57;
016M;Serranillos del Valle y Batres;66TO;Ugena;90;
016S;Utrera (distrito 05) y otros municipios;014S;Morón de la Frontera y Coripe;30;
016S;Utrera (distrito 05) y otros municipios;015S;Utrera (distritos 02 y 04);415;
016S;Utrera (distrito 05) y otros municipios;024S;Alcalá de Guadaíra (distrito 04);163;
016S;Utrera (distrito 05) y otros municipios;028S;Arahal;70;
016S;Utrera (distrito 05) y otros municipios;035S;Cabezas de San Juan, Las;80;
016S;Utrera (distrito 05) y otros municipios;043S;Coronil, El;69;
016S;Utrera (distrito 05) y otros municipios;048S;Dos Hermanas (distrito 05);98;
016S;Utrera (distrito 05) y otros municipios;061S;Montellano;31;
016S;Utrera (distrito 05) y otros municipios;062S;Palacios y Villafranca, Los;205;
016S;Utrera (distrito 05) y otros municipios;093S;Sevilla (SCD Number 5-E);26;
016S;Utrera (distrito 05) y otros municipios;111S;Sevilla (SCD Number 10-B);27;
016S;Utrera (distrito 05) y otros municipios;116S;Utrera (distrito 01);512;
016S;Utrera (distrito 05) y otros municipios;117S;Utrera (distrito 03);64;
016S;Utrera (distrito 05) y otros municipios;44CZ;Puerto Serrano;136;
016V;Riba-roja de Túria y Loriguilla;029V;Chiva y Godelleta;197;
016V;Riba-roja de Túria y Loriguilla;070V;San Antonio de Benagéber;39;
016V;Riba-roja de Túria y Loriguilla;078V;Vilamarxant;39;
016V;Riba-roja de Túria y Loriguilla;083V;Benaguasil;47;
016V;Riba-roja de Túria y Loriguilla;111V;Eliana, l';291;
016V;Riba-roja de Túria y Loriguilla;133V;Bétera;44;
016V;Riba-roja de Túria y Loriguilla;135V;Pobla de Vallbona, la;137;
016V;Riba-roja de Túria y Loriguilla;137V;Quart de Poblet;42;
016V;Riba-roja de Túria y Loriguilla;155V;Manises;99;
016V;Riba-roja de Túria y Loriguilla;165V;Paterna;105;
017A;Beniarbeig y otros municipios;019A;Orba y otros municipios;74;
017A;Beniarbeig y otros municipios;037A;Dénia;57;
017A;Beniarbeig y otros municipios;050A;Ondara;104;
017A;Beniarbeig y otros municipios;052A;Pedreguer;45;
017A;Beniarbeig y otros municipios;053A;Pego;39;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;049B;Arenys de Mar;41;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;050B;Arenys de Munt;53;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;110B;Sant Andreu de Llavaneres;138;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;160B;Barcelona (SCD la Barceloneta);37;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;224B;Barcelona (SCD la Vila Olímpica del Poblenou);26;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;258B;Mataró (distrito 01);42;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;259B;Mataró (distrito 02);33;
017B;Sant Vicenç de Montalt y Caldes d'Estrac;263B;Mataró (distrito 06);73;
017M;Cubas de la Sagra y Casarrubuelos;046M;Griñón;116;
017M;Cubas de la Sagra y Casarrubuelos;070M;Torrejón de la Calzada;123;
017M;Cubas de la Sagra y Casarrubuelos;56TO;Illescas;330;
017S;Aznalcázar y Villamanrique de la Condesa;018S;Huévar del Aljarafe y otros municipios;34;
017S;Aznalcázar y Villamanrique de la Condesa;030S;Benacazón;71;
017S;Aznalcázar y Villamanrique de la Condesa;066S;Pilas;397;
017S;Aznalcázar y Villamanrique de la Condesa;073S;Sanlúcar la Mayor;29;
017S;Aznalcázar y Villamanrique de la Condesa;20HU;Almonte;119;
017S;Aznalcázar y Villamanrique de la Condesa;25CZ;Sanlúcar de Barrameda (distrito 01);120;
017V;Bonrepòs i Mirambell y otros municipios;059V;Valencia (SCD Poblats del Nord);67;
017V;Bonrepòs i Mirambell y otros municipios;064V;Almàssera;49;
017V;Bonrepòs i Mirambell y otros municipios;065V;Foios;220;
017V;Bonrepòs i Mirambell y otros municipios;073V;Tavernes Blanques;76;
017V;Bonrepòs i Mirambell y otros municipios;082V;Meliana;117;
